02-06-2018 18:57:50:655;wyprzedzanie
02-06-2018 18:57:59:126;zmiana pasa na lewy
02-06-2018 18:58:03:733;wyprzedzanie
02-06-2018 18:58:11:119;zmiana pasa na prawy
02-06-2018 18:58:19:590;zmiana pasa na lewy
02-06-2018 18:58:32:571;wyprzedzanie
02-06-2018 18:58:38:043;wyprzedzanie
02-06-2018 18:58:43:747;zmiana pasa na prawy
02-06-2018 18:58:50:829;zmiana pasa na lewy
02-06-2018 18:58:59:751;wyprzedzanie
02-06-2018 18:59:37:051;zmiana pasa na prawy
02-06-2018 18:59:52:625;zmiana pasa na lewy
02-06-2018 19:00:07:907;wyprzedzanie
02-06-2018 19:00:17:175;wyprzedzanie
02-06-2018 19:00:22:220;zmiana pasa na prawy
02-06-2018 19:00:35:848;wyprzedzanie
02-06-2018 19:00:47:002;zmiana pasa na lewy
02-06-2018 19:01:05:460;zmiana pasa na prawy
02-06-2018 19:01:25:461;zmiana pasa na lewy
02-06-2018 19:01:35:301;zmiana pasa na prawy
02-06-2018 19:01:53:527;wyprzedzanie
02-06-2018 19:02:11:695;zmiana pasa na lewy
02-06-2018 19:02:20:993;zmiana pasa na prawy
02-06-2018 19:02:34:147;zmiana pasa na lewy
02-06-2018 19:03:23:110;wyprzedzanie
02-06-2018 19:03:35:415;zmiana pasa na prawy
02-06-2018 19:03:54:154;zmiana pasa na lewy
02-06-2018 19:04:13:729;wyprzedzanie
02-06-2018 19:04:49:046;zmiana pasa na prawy
02-06-2018 19:05:00:763;zmiana pasa na lewy
02-06-2018 19:05:41:692;zmiana pasa na prawy
02-06-2018 19:06:09:315;wyprzedzanie
02-06-2018 19:06:16:392;zmiana pasa na lewy
02-06-2018 19:06:36:048;wyprzedzanie
02-06-2018 19:07:04:765;wyprzedzanie
02-06-2018 19:07:31:533;zmiana pasa na prawy
02-06-2018 19:08:15:139;zmiana pasa na lewy
02-06-2018 19:08:30:364;zmiana pasa na prawy
